,0
4672,545444
4673,640425
4674,245915
4675,608184
4676,488787
4677,690804
4678,107401
4679,135818
4680,240062
4681,139612
4682,208843
4683,151848
4684,140563
4685,130942
4686,160647
4687,214918
4688,545924
4689,1418485
4690,156379
4691,1024564
4692,737765
4693,858764
4694,392304
4695,1682985
4696,199586
4697,223890
4698,165385
4699,126755
4700,248478
4701,606904
4702,504708
4703,202428
4704,131709
4705,131406
4706,60337
4707,121048
4708,101165
4709,77082
4710,146058
4711,341984
4712,545364
4713,235694
4714,622264
4715,463344
4716,329024
4717,225937
4718,747924
4719,781104
4720,14486
4721,141861
4722,1038294
4723,161786
4724,148626
4725,146426
4726,62715
4727,207990
4728,182588
4729,168579
4730,144007
4731,761084
4732,88875
4733,229263
4734,272665
4735,651344
4736,184478
4737,133849
4738,333485
4739,98142
4740,148645
4741,196782
4742,133600
4743,229552
4744,162587
4745,42692
4746,162538
4747,761384
4748,427004
4749,34621
4750,2172
4751,160796
4752,121440
4753,750527
4754,93117
4755,67758
4756,27605
4757,194583
4758,176355
4759,1515470
4760,23564
4761,79557
4762,256603
4763,36581
4764,149881
4765,265843
4766,88078
4767,159412
4768,182550
4769,105144
4770,42865
4771,160683
4772,1177
4773,132319
4774,199410
4775,174217
4776,167921
4777,141319
4778,547126
4779,167679
4780,195548
4781,93402
4782,235306
4783,227172
4784,109417
4785,128012
4786,242036
4787,162274
4788,173877
4789,92867
4790,96345
4791,809947
4792,1488884
4793,1539224
4794,134587
4795,498904
4796,202962
4797,149353
4798,215500
4799,493604
4800,168107
4801,62338
4802,809544
4803,692344
4804,129857
4805,152286
4806,142625
4807,137036
4808,175694
4809,133371
4810,112631
4811,149231
4812,262690
4813,136040
4814,477424
4815,84954
4816,399466
4817,35870
4818,31657
4819,195093
4820,204931
4821,7660
4822,254639
4823,174366
4824,277924
4825,144731
4826,426524
4827,1187964
4828,636744
4829,8764
4830,143602
4831,161865
4832,698624
4833,136127
4834,58594
4835,20160
4836,243379
4837,535844
4838,103218
4839,750844
4840,130630
4841,196960
4842,159236
4843,266911
4844,177946
4845,268757
4846,235830
4847,666065
4848,200312
4849,478265
4850,233646
4851,78757
4852,755684
4853,130432
4854,164668
4855,405144
4856,34775
4857,165866
4858,158926
4859,204950
4860,431668
4861,143649
4862,42208
4863,425331
4864,201801
4865,5932
4866,186931
4867,167640
4868,192108
4869,235213
4870,65492
4871,71752
4872,141697
4873,30308
4874,330804
4875,608624
4876,130789
4877,162922
4878,362944
4879,203968
4880,154607
4881,201031
4882,177270
4883,136939
4884,200196
4885,80133
4886,178141
4887,554664
4888,1042344
4889,728884
4890,195723
4891,196190
4892,95507
4893,17018
4894,23214
4895,138056
4896,132256
4897,473884
4898,503484
4899,143510
4900,122
4901,10611
4902,130814
4903,553584
4904,167231
4905,576584
4906,167775
4907,152629
4908,239970
4909,425033
4910,719704
4911,137670
4912,448824
4913,460286
4914,134177
4915,410504
4916,37527
4917,143750
4918,229143
4919,129674
4920,565344
4921,244191
4922,711197
4923,210755
4924,1505644
4925,244552
4926,150973
4927,129081
4928,121513
4929,135648
4930,86724
4931,1141705
4932,381805
4933,94153
4934,70818
4935,1464604
4936,116918
4937,1112044
4938,637785
4939,482056
4940,183631
4941,200182
4942,159716
4943,210793
4944,143249
4945,1325044
4946,237268
4947,1551644
4948,206227
4949,39293
4950,132899
4951,155685
4952,133440
4953,198625
4954,153039
4955,92394
4956,100353
4957,1219424
4958,162476
4959,205850
4960,137529
4961,102951
4962,147706
4963,270398
4964,8978
4965,160546
4966,180834
4967,232934
4968,66701
4969,145862
4970,649124
4971,251550
4972,1080345
4973,581384
4974,1045744
4975,205413
4976,21700
4977,148971
4978,707764
4979,46471
4980,137495
4981,101174
4982,192246
4983,411364
4984,1066804
4985,159228
4986,228462
4987,149926
4988,137906
4989,193974
4990,1426424
4991,81459
4992,99588
4993,230
4994,188753
4995,194434
4996,258340
4997,158085
4998,139469
4999,241000
5000,20084
5001,205634
5002,313924
5003,205725
5004,154516
5005,86674
5006,153317
5007,144566
5008,234150
5009,168914
5010,146212
5011,168765
5012,85313
5013,37841
5014,130573
5015,147802
5016,75064
5017,497764
5018,834904
5019,145109
5020,649247
5021,30872
5022,55468
5023,1392245
5024,616744
5025,779869
5026,156201
5027,137420
5028,186403
5029,684304
5030,137981
5031,143954
5032,467645
5033,245802
5034,130382
5035,201921
5036,150772
5037,111629
5038,223412
5039,131132
5040,65678
5041,877664
5042,203201
5043,153958
5044,130188
5045,506884
5046,186721
5047,242027
5048,860908
5049,505307
5050,231040
5051,1603984
5052,103911
5053,138922
5054,1392168
5055,128510
5056,802428
5057,7098
5058,1347884
5059,132636
5060,242908
5061,127348
5062,225158
5063,213093
5064,215381
5065,1431948
5066,220012
5067,690504
5068,137887
5069,39762
5070,129454
5071,213038
5072,157428
5073,133943
5074,135942
5075,139088
5076,343145
5077,111785
5078,578306
5079,129184
5080,133826
5081,213358
5082,54140
5083,154268
5084,211832
5085,162328
5086,229002
5087,222872
5088,227634
5089,224257
5090,81265
5091,19422
5092,720
5093,385044
5094,128969
5095,204614
5096,420364
5097,137903
5098,435147
5099,75919
5100,150199
5101,197754
5102,190877
5103,91909
5104,221818
5105,176698
5106,189671
5107,662224
5108,205510
5109,150470
5110,194927
5111,102143
5112,3068
5113,52358
5114,1397464
5115,148255
5116,163212
5117,107688
5118,242813
5119,132207
5120,200443
5121,132057
5122,229755
5123,136688
5124,235503
5125,444244
5126,226138
5127,179343
5128,663724
5129,158832
5130,1133029
5131,152047
5132,135782
5133,31965
5134,193170
5135,193118
5136,160614
5137,148889
5138,128006
5139,114934
5140,198507
5141,249362
5142,225539
5143,241154
5144,711269
5145,127620
5146,96350
5147,770215
5148,145888
5149,208027
5150,222958
5151,185326
5152,236680
5153,71970
5154,135473
5155,156562
5156,198546
5157,204435
5158,132755
5159,723124
5160,155647
5161,209853
5162,50636
5163,187441
5164,133801
5165,205625
5166,586586
5167,131036
5168,180534
5169,139744
5170,135873
5171,121475
5172,241747
5173,153527
5174,164229
5175,510765
5176,187135
5177,2241
5178,198339
5179,118839
5180,131204
5181,41985
5182,248137
5183,129512
5184,515544
5185,266664
5186,139380
5187,57891
5188,1024584
5189,150586
5190,79178
5191,130124
5192,131700
5193,134918
5194,83873
5195,133770
5196,146525
5197,147324
5198,696905
5199,270179
5200,145910
5201,248808
5202,171595
5203,143278
5204,199648
5205,106612
5206,654864
5207,152501
5208,152834
5209,195863
5210,230682
5211,9015
5212,172242
5213,156163
5214,1066904
5215,250166
5216,174186
5217,1191244
5218,145459
5219,476684
5220,211925
5221,144484
5222,160078
5223,794325
5224,139990
5225,713914
5226,104070
5227,161850
5228,213563
5229,33637
5230,555125
5231,786964
5232,398664
5233,132493
5234,20930
5235,799844
5236,13431
5237,169599
5238,43969
5239,145758
5240,130555
5241,173893
5242,666133
5243,165934
5244,160090
5245,324084
5246,154734
5247,142797
5248,177379
5249,154722
5250,119569
5251,178658
5252,154110
5253,271774
5254,70352
5255,816544
5256,148225
5257,221777
5258,258266
5259,154259
5260,99951
5261,125894
5262,130538
5263,617104
5264,83344
5265,20280
5266,230794
5267,565024
5268,140816
5269,170997
5270,217820
5271,132361
5272,220615
5273,4623
5274,188520
5275,1401227
5276,136139
5277,159300
5278,152
5279,149226
5280,773724
5281,514524
5282,142698
5283,138042
5284,84911
5285,760804
5286,264358
5287,201108
5288,164021
5289,190147
5290,256468
5291,147096
5292,148204
5293,127794
5294,128285
5295,190198
5296,209923
5297,148250
5298,161518
5299,143544
5300,219265
5301,228318
5302,470046
5303,128080
5304,194980
5305,187620
5306,67164
5307,139575
5308,130458
5309,142796
5310,145656
5311,480404
5312,155549
5313,711248
5314,620044
5315,18944
5316,143411
5317,196088
5318,151882
5319,142738
5320,220097
5321,87477
5322,229804
5323,148122
5324,234432
5325,148051
5326,236537
5327,1238044
5328,231961
5329,176849
5330,233852
5331,75637
5332,155057
5333,213981
5334,69529
5335,1540
5336,92176
5337,133583
5338,64877
5339,174630
5340,185078
5341,116715
5342,93740
5343,150896
5344,136776
5345,236775
5346,28464
5347,147035
5348,415249
5349,144753
5350,143301
5351,603744
5352,115972
5353,249177
5354,211168
5355,132816
5356,74688
5357,234057
5358,172522
5359,999284
5360,142278
5361,199668
5362,207142
5363,147850
5364,757204
5365,197681
5366,159685
5367,72181
5368,182468
5369,605424
5370,221048
5371,170369
5372,63676
5373,145618
5374,84257
5375,207336
5376,126785
5377,203744
5378,146751
5379,254933
5380,199886
5381,591784
5382,161997
5383,134502
5384,44112
5385,158575
5386,151107
5387,67763
5388,177915
5389,549044
5390,393065
5391,163937
5392,144603
5393,199673
5394,137924
5395,216483
5396,506424
5397,531104
5398,129144
5399,171643
5400,128882
5401,207788
5402,18931
5403,196890
5404,206330
5405,150242
5406,524584
5407,150972
5408,135265
5409,111100
5410,162136
5411,93006
5412,132527
5413,251193
5414,250035
5415,83685
5416,166577
5417,78915
5418,144122
5419,495165
5420,222128
5421,226008
5422,171068
5423,93261
5424,1073084
5425,63757
5426,759864
5427,151410
5428,10610
5429,130756
5430,222512
5431,181776
5432,211254
5433,48783
5434,707244
5435,140195
5436,101175
5437,167916
5438,181627
5439,528745
5440,164432
5441,421104
5442,212136
5443,221962
5444,1124424
5445,556324
5446,563624
5447,143964
5448,75526
5449,149229
5450,183085
5451,483504
5452,127053
5453,98133
5454,710584
5455,222298
5456,153853
5457,53433
5458,189822
5459,290844
5460,168906
5461,170275
5462,175060
5463,245131
5464,131937
5465,66925
5466,168063
5467,47627
5468,135162
5469,159949
5470,134153
5471,216946
5472,140432
5473,400864
5474,153952
5475,170763
5476,165709
5477,134197
5478,254294
5479,132350
5480,204148
5481,144429
5482,198245
5483,242120
5484,188757
5485,133929
5486,236520
5487,143168
5488,145912
5489,162281
5490,734324
5491,167413
5492,164263
5493,139200
5494,142552
5495,165322
5496,141720
5497,198883
5498,193966
5499,199069
5500,73959
5501,131286
5502,151562
5503,71076
5504,544624
5505,653924
5506,192335
5507,120654
5508,167456
5509,158130
5510,154152
5511,212564
5512,829187
5513,169651
5514,226081
5515,140269
5516,84473
5517,158217
5518,146630
5519,151867
5520,5376
5521,7764
5522,20849
5523,196953
5524,553964
5525,159406
5526,127132
5527,149715
5528,212430
5529,396604
5530,101139
5531,248969
5532,131318
5533,136364
5534,18300
5535,155128
5536,83057
5537,202091
5538,166111
5539,18941
5540,202164
5541,247149
5542,148322
5543,95631
5544,192666
5545,168026
5546,192728
5547,197376
5548,145854
5549,177680
5550,162148
5551,197503
5552,143695
5553,26156
5554,203949
5555,153251
5556,212748
5557,29704
5558,123772
5559,234672
5560,51748
5561,72281
5562,463925
5563,147834
5564,84175
5565,556744
5566,77916
5567,176684
5568,788304
5569,493884
5570,146001
5571,61873
5572,173472
5573,183710
5574,208314
5575,189348
5576,161654
5577,185966
5578,85039
5579,130066
5580,49896
5581,192555
5582,817624
5583,160382
5584,125625
5585,151634
5586,153045
5587,142103
5588,241936
5589,121698
5590,192975
5591,198213
5592,194044
5593,130786
5594,141459
5595,106566
5596,158869
5597,227125
5598,451064
5599,453706
5600,134347
5601,98995
5602,153868
5603,128119
5604,180811
5605,138831
5606,131844
5607,2364
5608,149411
5609,205519
5610,160177
5611,382585
5612,75476
5613,149528
5614,214451
5615,130879
5616,77244
5617,145748
5618,165524
5619,140390
5620,127557
5621,189135
5622,167164
5623,608
5624,137578
5625,127024
5626,185536
5627,64042
5628,179461
5629,145657
5630,70335
5631,163674
5632,105019
5633,45836
5634,130199
5635,94569
5636,189166
5637,12229
5638,132992
5639,144466
5640,151500
5641,153645
5642,163785
5643,155618
5644,101064
5645,150611
5646,129254
5647,249361
5648,146238
5649,136822
5650,89183
5651,133090
5652,50329
5653,158069
5654,159323
5655,66167
5656,122058
5657,93009
5658,192037
5659,13205
5660,67552
5661,40311
5662,144420
5663,167951
5664,90857
5665,159319
5666,73134
5667,144176
5668,188606
5669,159615
5670,253249
5671,112609
5672,94211
5673,241725
5674,77620
5675,194834
5676,403324
5677,131723
5678,126464
5679,264871
5680,167971
5681,74256
5682,48018
5683,109276
5684,136917
5685,119380
5686,145152
5687,142078
5688,194718
5689,166136
5690,70703
5691,141768
5692,165186
5693,14467
5694,133507
5695,55823
5696,129677
5697,194888
5698,155384
5699,162080
5700,174306
5701,865744
5702,154175
5703,130195
5704,16080
5705,150771
5706,97323
5707,425047
5708,106615
5709,155419
5710,17110
5711,139624
5712,134800
5713,147376
5714,21922
5715,65140
5716,138752
5717,140942
5718,65682
5719,109202
5720,46415
5721,27
5722,91458
5723,162140
5724,187827
5725,238245
5726,175859
5727,238276
5728,193281
5729,69829
5730,231177
5731,134412
5732,212641
5733,156354
5734,89447
5735,397164
5736,47913
5737,30541
5738,130246
5739,180657
5740,205571
5741,243144
5742,145311
5743,130787
5744,239001
5745,65210
5746,127771
5747,141705
5748,150029
5749,209165
5750,189933
5751,165074
5752,82315
5753,613
5754,136949
5755,53412
5756,143836
5757,142862
5758,129578
5759,126540
5760,64688
5761,130865
5762,37660
5763,8566
5764,19580
5765,19237
5766,36929
5767,80622
